PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
46.14,2.84,11.89,8.64,1.03,7.98,40.11,78,Satisfactory
29.38,2.91,11.71,8.61,0.86,6.53,42.29,65,Satisfactory
23.65,2.94,8.97,7.16,0.77,6.11,41.94,61,Satisfactory
64.52,2.82,9.89,7.55,0.84,5.52,43.25,65,Satisfactory
22.42,2.82,12.9,9.16,0.91,5.02,51.25,65,Satisfactory
28.82,2.78,9.75,7.44,0.89,6.05,55.05,70,Satisfactory
26.48,2.98,9.51,7.47,0.89,6.5,58.65,82,Satisfactory
18.29,2.86,9.51,7.39,0.86,5.61,38.56,58,Satisfactory
16.81,2.87,11.28,8.33,0.87,6.59,35.64,60,Satisfactory
13.97,2.89,9.77,7.55,0.88,5.77,33.45,55,Satisfactory
23.21,2.9,13.19,9.36,1.01,5.79,34.32,67,Satisfactory
11.28,2.79,11.06,8.15,0.86,6.3,30.24,54,Satisfactory
12.24,2.97,10.15,7.71,0.96,6.78,27.94,62,Satisfactory
9.12,2.89,9.79,7.48,0.88,6.54,27.47,54,Satisfactory
9.35,3.04,8.45,6.96,0.8,7.13,34.91,54,Satisfactory
10.52,3.05,12.44,9.09,0.77,6.43,40.44,56,Satisfactory
26.65,2.92,15.18,10.45,1.06,7.11,41.88,64,Satisfactory
28.45,3.08,10.55,8.1,0.95,6.16,39.76,70,Satisfactory
21.54,3.27,8.35,7.1,0.96,4.77,34.53,60,Satisfactory
8.96,3.2,8.44,6.91,0.89,5.58,31.18,56,Satisfactory
13.25,3.16,6.8,6.06,0.9,5.87,29.52,61,Satisfactory
10.25,3.55,3.92,4.59,0.86,4.19,30.25,53,Satisfactory
15.69,3.73,5.86,3.19,1,5.19,35.44,74,Satisfactory
18.72,3.37,12.91,4.66,0.88,6.47,43.48,65,Satisfactory
22.04,2.97,12.1,8.85,0.89,6.99,46.45,67,Satisfactory
25.68,2.84,11.73,8.54,0.95,6.68,41.31,67,Satisfactory
12.04,3.1,17.27,11.59,0.6,3.77,53.64,84,Satisfactory
22.6,2.88,15.31,10.47,0.95,5.08,54.81,78,Satisfactory
10.94,2.94,8.48,6.89,0.74,4.98,56.46,69,Satisfactory
13.24,3,7.56,6.47,1,5.22,50.82,83,Satisfactory
14.46,3.08,7.98,6.53,0.89,5.53,43.54,59,Satisfactory
14.78,3.1,12.02,8.92,0.86,4.93,40.51,59,Satisfactory
18.75,2.8,15.81,10.54,1,5.15,32.53,59,Satisfactory
17.99,2.85,16.73,11.14,1.01,6.04,26.52,66,Satisfactory
13.59,3.1,16.03,10.85,0.86,5.44,28.29,59,Satisfactory
11.68,3.15,13.39,9.69,0.72,4.82,30.1,49,Good
16.7,2.79,17.41,11.47,0.92,5.28,29.15,58,Satisfactory
17.04,2.97,22.39,14.09,1.08,5.86,24.34,78,Satisfactory
17.49,3.24,14.35,10.11,0.92,6.22,26.6,70,Satisfactory
15.77,2.73,19.38,12.49,0.73,6.53,20.39,64,Satisfactory
13.57,3.22,9.14,7.38,0.89,4.84,26.3,60,Satisfactory
10.75,3.19,2.08,3.59,0.6,6,28.03,51,Satisfactory
5.19,3.19,1.89,3.16,0.58,5.36,23.88,44,Good
13.23,3.06,5.15,5.14,0.8,5.64,24.69,48,Good
13.4,3.01,9.16,7.3,0.86,5.95,24.44,53,Satisfactory
13.5,3.08,13.25,9.46,0.79,4.97,25.84,59,Satisfactory
13.45,3.18,9.14,7.36,0.7,5.79,28.12,49,Good
12.81,3.21,9.67,7.75,0.76,5.97,28.01,46,Good
12.34,3.12,14.24,10.07,0.71,5.94,27.71,54,Satisfactory
11.32,3.25,11.75,8.89,0.76,5.44,20.83,47,Good
13.09,3.06,14.69,10.31,0.93,5.25,24.01,56,Satisfactory
15.52,2.99,12.1,8.82,0.93,6.17,20.66,66,Satisfactory
16.72,3.03,10.55,7.92,0.71,5.1,25.56,59,Satisfactory
20.49,3.04,12.9,9.3,0.77,6,28.31,57,Satisfactory
19.2,3.05,14.11,9.99,0.98,5.57,30.81,66,Satisfactory
17.08,3.12,13.06,9.49,0.74,5.87,27.3,53,Satisfactory
15.29,3.1,10.06,7.85,0.81,5.83,29,51,Satisfactory
13.66,3.15,8.46,7,0.62,5.71,25.78,44,Good
15.12,3.24,5.81,5.72,0.94,5.67,24.74,55,Satisfactory
13.41,3.26,2.6,3.96,0.83,5.64,22.35,51,Satisfactory
14.5,3.53,5.59,5.83,0.67,6.63,26.13,51,Satisfactory
17.1,3.04,8.25,6.86,0.83,5.19,29.35,49,Good
15.49,3.1,10.12,7.91,0.8,5.16,35.28,52,Satisfactory
17.82,3.26,7.74,6.75,0.68,6.42,33.36,48,Good
19.23,3.1,9,7.28,0.74,5.33,32.83,46,Good
23,3.11,9.57,7.62,0.83,6.47,30.42,53,Satisfactory
18.41,3.16,6.67,6.12,0.88,6.52,28.5,56,Satisfactory
19.07,2.94,7.66,6.46,0.8,5.86,28.1,51,Satisfactory
18.6,3.02,8.43,6.94,0.78,6.89,31.54,51,Satisfactory
16.08,3.13,8.66,7.15,0.78,5.85,29.99,53,Satisfactory
7,3.17,7.14,6.37,0.72,5.98,29.37,46,Good
15.77,3.28,11.32,8.48,0.79,7.12,29.82,50,Good
10.73,3.1,14.09,9.82,0.81,6.66,27.51,65,Satisfactory
17.48,2.81,12.2,8.77,0.84,7,30.21,53,Satisfactory
16.18,2.99,10.8,8.03,0.87,5.75,28.53,60,Satisfactory
17.58,3.02,11.87,8.77,0.92,5.02,26.85,65,Satisfactory
11.88,3.06,8.59,7.06,0.75,6.97,27.58,50,Good
9.01,3.06,6.91,5.91,0.66,6.22,28.42,42,Good
10.5,2.95,5.67,5.21,0.67,4,31.16,43,Good
11.1,2.97,5.97,5.03,0.62,5.61,34.97,43,Good
15.43,2.9,8,6.61,0.71,6.37,35.13,44,Good
13.54,2.98,9.67,7.42,0.81,6.38,33.87,52,Satisfactory
14.45,2.98,11.27,8.41,0.76,5.93,34.64,53,Satisfactory
18.23,3.1,8.35,6.96,0.82,5.89,34.21,57,Satisfactory
18.71,2.87,6.27,5.67,0.91,6.24,32.27,58,Satisfactory
13.41,2.89,5.95,5.51,0.8,5.13,30.19,56,Satisfactory
12.69,2.99,6.46,5.86,0.75,6.28,30.52,49,Good
14.85,2.95,8.08,6.68,0.74,6.06,27.3,53,Satisfactory
16.1,3,6.93,6.11,0.9,6.64,30.17,50,Good
18.51,2.92,8.08,6.65,0.95,5.73,30.96,62,Satisfactory
17.59,3.09,5.91,5.66,0.87,5.23,30.49,61,Satisfactory
13.55,2.91,5.95,5.53,0.93,5.99,28.73,58,Satisfactory
13.44,2.87,12.14,8.65,1.02,5.48,27.66,64,Satisfactory
14.91,2.94,15.24,10.4,1.07,5.96,24.5,70,Satisfactory
14.62,2.86,10.09,7.69,0.95,4.65,29.3,62,Satisfactory
18.7,2.83,8.53,6.83,0.98,5.55,26.01,62,Satisfactory
19.14,2.89,8.14,6.69,1.04,6.02,27.58,67,Satisfactory
11.14,2.96,4.41,4.62,1.06,5.43,29.14,62,Satisfactory
9.04,2.81,5.17,4.99,1,4.48,27.11,62,Satisfactory
9.51,2.95,5.07,4.6,1.05,5.95,30.42,63,Satisfactory
11.16,2.9,7.21,6.1,1.12,6.03,30.15,69,Satisfactory
9.21,2.87,8.03,6.5,1.16,4.98,29.02,73,Satisfactory
8.67,2.8,3.96,4.31,1.05,4.96,30.69,66,Satisfactory
11.88,2.91,3.27,4.07,1.15,5.82,31.29,69,Satisfactory
10.35,2.98,4.77,4.93,1.14,4.93,30.56,74,Satisfactory
10.5,2.81,7.6,6.25,1.4,5.75,28.25,81,Satisfactory
6.88,2.91,5.1,5.02,1.29,5.72,30.65,92,Satisfactory
6,2.85,2.62,3.18,0.44,6.13,20.32,68,Satisfactory
12.86,2.86,6.52,5.66,1.1,5.77,32.6,106,Moderate
6.92,2.78,6.8,5.87,1.17,4.56,27.92,69,Satisfactory
10.26,2.93,7.48,5.73,1.36,5.12,31.71,81,Satisfactory
9.45,2.92,5.9,5.5,1.42,5.57,30.22,84,Satisfactory
11.81,2.8,6.29,5.62,1.78,5.11,28.91,93,Satisfactory
12.68,2.95,7.29,6.27,1.53,6.39,28.41,108,Moderate
17.56,2.91,4.72,4.87,1.13,5.51,33.17,73,Satisfactory
14.31,2.78,5.11,4.98,1.01,6.5,32.85,62,Satisfactory
21.91,2.97,5.3,5.24,1.13,6.51,35.73,69,Satisfactory
15.88,3.01,4.2,4.64,1.73,5.95,37.06,92,Satisfactory
16.86,2.97,4.5,4.81,2.45,5.47,35.95,112,Moderate
15.94,2.88,4.3,4.58,2.73,6.19,35.69,114,Moderate
9.94,3.02,2.92,3.98,2.11,5.38,37.07,112,Moderate
10.58,2.93,5.04,5.06,0.82,6.49,36.37,57,Satisfactory
20.16,2.93,5.23,5.16,0.64,6.38,35.02,51,Satisfactory
18.13,2.8,5.98,5.45,0.91,6.35,30.68,53,Satisfactory
23.44,2.94,7.1,6.16,0.79,5.98,34.09,61,Satisfactory
19.24,2.93,4.64,4.85,0.78,6.07,35.3,56,Satisfactory
20.49,2.89,6.64,5.87,0.81,6.02,35.03,54,Satisfactory
20,2.97,5.82,5.51,0.77,5.56,38.92,58,Satisfactory
22.06,2.8,6.44,5.69,0.81,5.48,37.14,59,Satisfactory
16.12,2.92,6.96,6.08,0.79,6.72,36.66,58,Satisfactory
17.55,2.88,6.46,5.73,0.9,6,31.62,58,Satisfactory
17.14,3,4.86,4.99,0.78,5.5,37.88,55,Satisfactory
22.24,2.95,8.42,6.83,0.76,5.19,40.49,63,Satisfactory
24.4,2.9,7.36,6.27,0.85,5.86,44.4,70,Satisfactory
25.5,2.98,7.82,6.58,0.88,6.73,38.85,68,Satisfactory
28.03,2.87,9.43,7.34,0.93,6.44,42.35,76,Satisfactory
28.44,2.8,8.62,6.84,0.81,7.36,41.8,73,Satisfactory
19.46,3.04,6.65,6,0.81,7.35,42.2,62,Satisfactory
18.96,2.77,8.43,6.74,0.83,6.45,35.51,50,Good
12.38,2.88,7.9,6.53,0.84,6.07,31.54,55,Satisfactory
17.14,2.74,8.21,6.6,0.84,5.56,32.06,53,Satisfactory
14.31,2.89,6.06,5.57,0.88,5.05,36.96,54,Satisfactory
20.42,2.92,6.71,5.94,0.83,5.15,40.99,55,Satisfactory
21.49,2.77,6.82,5.87,0.9,5.45,36.52,67,Satisfactory
13.45,2.88,4.45,4.63,0.75,5.68,31.89,53,Satisfactory
16.64,2.69,7.85,6.28,0.87,5.26,32.13,52,Satisfactory
24.56,2.64,9.65,7.28,0.95,5.71,36.49,62,Satisfactory
24.19,2.91,6.06,5.56,0.86,6.39,37.66,57,Satisfactory
22.38,2.86,6.63,5.74,0.96,5.6,44.87,66,Satisfactory
26,2.9,7.34,6.2,0.94,5.42,36.45,62,Satisfactory
15.29,2.83,7.36,6.2,0.97,5.54,40.25,58,Satisfactory
21.93,2.82,8.24,6.66,0.96,5.25,31.92,57,Satisfactory
23.75,2.86,9.79,7.53,1.14,4.94,29.32,64,Satisfactory
17.33,2.76,7,5.91,0.89,4.85,27.34,59,Satisfactory
18.9,3.05,9.29,7.24,1.1,5.22,27.8,67,Satisfactory
14.12,2.78,11.08,8.16,0.86,5.37,28.68,72,Satisfactory
20.59,2.8,20.9,13.29,0.95,4.93,5.93,54,Satisfactory
30.33,2.8,8.2,6.57,1.16,5.57,8.34,82,Satisfactory
12.48,2.82,6.03,5.38,1.03,3.92,8.3,62,Satisfactory
13.27,2.7,7.97,6.42,1.01,5.68,8.62,78,Satisfactory
15.1,2.74,9.25,7.12,1.01,5.59,11,64,Satisfactory
15.43,2.77,9.88,7.47,1.04,6.49,11.47,70,Satisfactory
35.94,2.64,9.85,7.38,1.09,5.53,9.94,71,Satisfactory
38.58,2.96,8.94,7.13,1.02,5.73,10.98,71,Satisfactory
36.93,2.98,6.78,5.97,0.98,5.31,8.87,67,Satisfactory
30.14,2.91,4.82,4.88,0.96,6.65,6.88,61,Satisfactory
31.75,2.87,4.55,4.71,1.05,6.64,5.58,59,Satisfactory
19.06,2.77,6.51,5.65,1.04,5.55,7.8,63,Satisfactory
12.74,2.79,7.11,6.03,1.02,5.91,10.68,64,Satisfactory
16.07,2.9,4.4,4.19,0.84,5.69,8.91,60,Satisfactory
12.9,2.98,4.3,4.48,0.97,6.48,7.44,54,Satisfactory
13.8,2.86,6.48,5.5,1.01,5.7,6.57,69,Satisfactory
11.42,2.99,3.84,4.45,0.8,5.49,8.17,47,Good
19.09,3.11,8.11,6.18,1.05,6.15,7.22,68,Satisfactory
17.97,3.1,4.94,5.14,0.86,5.12,6.58,58,Satisfactory
30.73,3.08,8.79,6.83,1.25,5.1,7.49,70,Satisfactory
45.62,3.05,7.7,6.54,1.31,5.23,7.77,85,Satisfactory
54.28,3.18,8.97,7.34,1.49,6.05,11.76,101,Moderate
66.15,3.17,10.84,8.34,1.46,6.45,17.08,101,Moderate
57.1,3.25,5.95,5.81,1.15,6.36,10.17,119,Moderate
49.67,3.21,4.42,4.85,1.2,5.75,9.52,87,Satisfactory
51.29,3.4,3.88,4.6,1.21,5.84,20.02,87,Satisfactory
46.33,3.12,4.02,4.48,1.09,5.96,16.3,90,Satisfactory
42.05,2.85,5.92,5.37,1.19,5.16,6.09,74,Satisfactory
43.92,2.78,11.63,8.4,1.44,5.56,8.85,99,Satisfactory
11.3,2.93,9.86,7.58,1.13,5.2,36.9,88,Satisfactory
26.4,2.8,6.96,5.91,1.34,10.4,35.11,76,Satisfactory
54.98,2.78,8.5,6.62,1.4,7.32,34.42,87,Satisfactory
64.48,2.91,6.02,5.19,1.22,6.5,44.69,123,Moderate
46.01,5.14,10.97,8.93,1.39,7.09,40.15,99,Satisfactory
49.17,5.07,13.16,10.13,1.72,6.52,40.54,95,Satisfactory
40.86,5.88,7.95,8.77,1.5,6.32,37.02,93,Satisfactory
35.16,4.57,6.01,6.88,1.41,11.07,45.94,93,Satisfactory
36.27,3.99,3.33,4.35,1.2,4.37,47.14,83,Satisfactory
44.3,4.32,5.14,5.46,1.19,15.51,54.61,84,Satisfactory
43.66,4.23,5.85,5.83,1.19,4.1,64.4,82,Satisfactory
61.59,4.22,5.51,5.95,1.28,5.6,64.07,94,Satisfactory
71.71,3.87,5.26,5.54,1.37,6.12,72.01,130,Moderate
55.78,3.62,5.39,5.36,1.12,3.56,65.96,103,Moderate
51.3,3.56,8.59,3.5,1.29,4.48,51.17,88,Satisfactory
46.81,3.27,3.31,3.9,1.24,5.66,41.59,93,Satisfactory
32.55,4.39,4.72,5.55,1.23,15.55,36.38,78,Satisfactory
19.99,4.62,7.13,6.63,1.24,7.98,36.24,74,Satisfactory
22.19,4.21,6.98,6.15,1.21,4.72,43.78,75,Satisfactory
31.18,3.94,4.82,5.54,1.3,6.1,44.21,84,Satisfactory
31.22,4.03,4.23,5.3,1.18,11.65,46.36,75,Satisfactory
19.58,4.72,5.88,6.68,1.25,6.56,32.03,73,Satisfactory
27.44,3.54,3.54,4.29,1.2,5.53,41.98,76,Satisfactory
58.93,4.16,8.74,7.11,1.5,14.75,45.51,82,Satisfactory
77.51,4.21,10.58,7.92,1.56,8.29,57.6,149,Moderate
85.73,4.58,10.82,9.48,1.74,17.86,65.61,177,Moderate
75.89,4.98,8.95,8.82,1.81,8.86,44.08,183,Moderate
36.23,5.96,8.63,9.2,1.8,11.58,39.11,106,Moderate
59.39,5.7,7.98,8.86,1.96,18.65,37.8,104,Moderate
42.7,4.62,6.21,7.02,1.61,8.44,51.9,97,Satisfactory
63.22,4.56,7.21,7.53,2.03,5.31,40.96,105,Moderate
52.66,5.7,8.22,8.93,1.95,8.6,37.22,106,Moderate
41.77,5.34,6.63,7.82,1.76,5.11,30.73,103,Moderate
35.04,5.18,5.67,7.22,1.73,4.07,39.66,99,Satisfactory
28.12,4.44,6.54,6.76,1.79,20.81,41.63,100,Satisfactory
57.4,3.84,6.67,6.34,1.9,7.57,43.05,103,Moderate
76.54,3.6,8.33,6.87,2.07,2.92,46.45,128,Moderate
92.78,2.99,5.51,4.75,2.21,8.49,55.01,178,Moderate
82.74,2.95,5.58,5.2,2.11,4.18,56.52,220,Poor
58.89,2.89,4.51,4.52,2.11,4.45,58.22,121,Moderate
50.27,3.11,3.67,3.59,2.1,9,64.75,105,Moderate
62.32,2.97,6.35,5.73,2.39,12.14,43.15,108,Moderate
67.93,3.5,8.25,1.26,2.32,12.18,47.45,113,Moderate
51.07,3.26,14.95,4.03,2.06,9.89,48.42,106,Moderate
76.05,2.76,13.72,9.54,2.37,9.98,62.22,116,Moderate
81.61,2.79,7.98,6.5,2.94,23.73,62.44,181,Moderate
72.14,2.73,9.16,6.96,2.53,16.99,62.9,149,Moderate
69.3,2.67,8.28,6.52,2.77,25.33,65.28,134,Moderate
72.7,2.73,9.4,7.08,2.91,24.59,60.36,118,Moderate
41.69,2.76,5.38,5.11,2.49,16.17,51.55,142,Moderate
40.21,2.78,9.47,7.09,2.91,18.5,31.19,115,Moderate
35.68,2.63,5.04,4.74,2.55,9.51,46.36,114,Moderate
47.01,2.66,7.27,5.96,2.42,11.66,44.99,108,Moderate
52.53,2.65,6.9,5.76,2.85,17.07,60.74,117,Moderate
50.31,2.63,6.35,5.46,4.85,34.23,61.71,139,Moderate
52.06,2.61,7.55,5.8,5.59,18.01,56.83,156,Moderate
52.29,2.66,6.65,5.68,5.48,13.9,70.07,160,Moderate
60.68,2.65,11.29,7.38,4.56,15.98,75.33,146,Moderate
62.38,2.79,9.53,7.01,4.61,13.1,78.49,180,Moderate
61.89,2.51,9.89,7.25,0.08,13.63,72.82,124,Moderate
58.41,2.69,6.94,5.7,0.06,20.06,79.3,128,Moderate
44.94,2.84,11.76,8.21,0.05,22.19,78.4,124,Moderate
46.48,2.82,11.03,8.17,0.05,30.99,68.5,104,Moderate
46.64,2.64,7.67,6.18,0,30.89,67.82,109,Moderate
54.81,2.71,10.35,7.42,0.03,25.64,64.79,102,Moderate
59.72,2.57,6.73,5.51,0.07,20.32,69.65,108,Moderate
65.74,2.58,6.56,5.59,0.03,23.45,76.67,137,Moderate
55.81,2.57,9.73,7.2,0,17.98,77.91,141,Moderate
63.93,2.49,8.32,6.46,0,35.33,83.38,127,Moderate
68.12,2.44,8.46,6.28,0,15.31,74.35,126,Moderate
60.71,2.49,6.38,5.42,0,24.64,76.74,125,Moderate
73.06,2.6,10.3,7.57,0,22.15,66.58,131,Moderate
70.43,2.58,8.18,6.35,0.01,19.25,69.94,132,Moderate
76.85,2.42,10.76,7.56,0,21.95,84.14,160,Moderate
62.24,2.51,9.23,6.9,0,17.06,81.37,147,Moderate
76.8,2.84,13.28,9.25,0.06,15.24,74.07,126,Moderate
76.27,2.54,9.91,7.2,0.02,22.8,88.77,164,Moderate
82.99,2.23,10.97,7.54,0.36,20.22,81.16,159,Moderate
79.17,1.12,17.3,9.89,1.11,13.38,51.39,176,Moderate
61.19,1.13,14.36,8.29,0.93,10.14,68.24,132,Moderate
70.86,1.02,12.85,7.6,0.87,7.48,81.49,135,Moderate
73.6,1.08,11.71,6.94,0.95,8.5,77.46,164,Moderate
59.53,0.97,10.75,6.32,0.97,6.37,71.51,121,Moderate
52.82,0.93,8.6,5.33,0.81,5.02,64.39,95,Satisfactory
40.59,0.92,5.78,3.82,0.6,2.44,74.93,94,Satisfactory
41.14,0.99,7.31,4.58,0.71,4.7,71.42,94,Satisfactory
34.56,0.97,7.12,4.43,0.69,4.24,64.37,100,Satisfactory
39.99,0.95,8.55,5.3,0.76,4.75,69.67,90,Satisfactory
39.49,0.95,8.46,5.22,0.69,8.99,91.71,118,Moderate
40.29,0.95,8.31,5.06,0.68,8.87,86.53,119,Moderate
48.82,0.99,9.97,5.9,0.84,7.74,71.97,107,Moderate
39.42,0.96,6.61,4.22,0.67,4.04,67.59,92,Satisfactory
46.75,0.93,10.87,6.31,0.92,7.43,58.98,82,Satisfactory
42.5,1.21,10.77,6.4,0.93,4.78,58.86,81,Satisfactory
37.67,1,8.61,5.22,0.85,2.12,58.54,86,Satisfactory
46.17,1.03,8.5,5.31,0.75,7.82,64.32,88,Satisfactory
56.66,0.98,9.75,5.86,0.89,7.24,69.29,110,Moderate
56.59,0.96,7.65,4.78,0.81,5.03,62.04,104,Moderate
37.03,1.01,8.72,5.33,0.78,16.43,42.33,76,Satisfactory
32.65,0.9,9.33,5.5,0.85,5.14,46.91,71,Satisfactory
36,0.9,10.87,6.22,0.86,1.96,51.21,78,Satisfactory
38.32,1.08,11,6.33,0.86,2.77,71.82,96,Satisfactory
45.27,0.87,9.2,5.41,0.84,5.15,61.49,91,Satisfactory
44.81,0.98,8.54,5.27,0.84,6.64,71.49,98,Satisfactory
36.43,0.9,6.59,4.18,0.73,7.9,69.86,96,Satisfactory
32.9,0.93,5.37,3.61,0.67,2.44,53.57,78,Satisfactory
31.41,0.92,6.46,4.06,0.66,2.23,60.2,80,Satisfactory
27.75,0.91,5.33,3.42,0.67,1.86,51.1,65,Satisfactory
35.35,0.92,5.28,3.52,0.67,6.33,54.39,77,Satisfactory
22.44,0.99,6.19,3.95,0.59,6.93,64.79,79,Satisfactory
23.74,1.02,7.86,4.75,0.68,5.78,58.99,78,Satisfactory
28.5,0.95,6.58,4.19,0.55,3.81,71.74,90,Satisfactory
27.97,0.91,6.03,3.88,0.56,3.62,74.11,104,Moderate
37.34,0.9,7.22,4.44,0.69,5.49,69.58,95,Satisfactory
40.97,0.91,5.93,3.88,0.65,3.18,66.22,93,Satisfactory
33.72,0.92,5.64,3.63,0.63,2.09,60.65,78,Satisfactory
31.09,0.89,5.82,3.74,0.67,2.03,59.96,84,Satisfactory
31.38,1.02,5.44,3.69,0.58,4.06,67.86,88,Satisfactory
30.46,0.96,6.55,4.11,0.74,3.83,60.34,90,Satisfactory
35.12,0.97,4.7,3.29,0.64,3.72,63.59,85,Satisfactory
44.45,0.8,5.6,3.57,0.76,5.66,62.83,86,Satisfactory
21.33,0.9,4.75,3.16,0.62,1.49,57.22,80,Satisfactory
19,0.92,4.76,3.24,0.57,1.92,49.41,66,Satisfactory
58.12,0.77,5.66,3.52,0.65,5.76,58.6,116,Moderate
40.41,0.93,6.05,3.82,0.68,5.13,48.91,137,Moderate
29.82,0.9,4.32,2.99,0.65,1.27,59.11,106,Moderate
26.06,0.91,4.95,3.31,0.66,4.36,61.11,83,Satisfactory
29.97,0.9,5.95,3.73,0.75,9.61,56.11,77,Satisfactory
36.67,0.93,5.46,3.63,0.66,3.83,64.88,99,Satisfactory
48.85,0.86,8.47,5.07,0.83,4.84,94.17,74,Satisfactory
42.82,0.88,5.53,3.65,0.74,3.08,67.26,142,Moderate
39.88,1.05,8.76,5.31,0.86,4.17,97.28,88,Satisfactory
44.04,0.95,7.15,4.39,0.83,5.28,66.07,94,Satisfactory
46.07,0.87,5.94,3.76,0.81,4.1,69.55,101,Moderate
35.14,0.84,6.12,3.87,0.83,6.37,58.82,88,Satisfactory
33.45,0.93,7.64,4.4,0.89,7.03,48.67,80,Satisfactory
31.39,0.89,7.05,4.35,0.89,7.4,45.72,69,Satisfactory
30.52,0.91,6.56,4.13,0.85,7.34,58.3,79,Satisfactory
32.33,0.9,6.83,4.27,0.86,4.13,67.81,94,Satisfactory
32.25,0.82,5.21,3.36,0.8,2.66,65.11,81,Satisfactory
28.49,0.77,4.06,2.77,0.7,2.74,63.12,80,Satisfactory
32.02,0.91,6.34,3.99,0.86,2.6,55.99,79,Satisfactory
30.55,0.87,4.85,3.23,0.72,3.36,56.69,82,Satisfactory
28.72,1.04,5.81,3.66,0.57,3.37,61.46,89,Satisfactory
35.69,0.91,6.38,3.93,0.81,2.35,47.74,74,Satisfactory
33.98,0.93,5.16,3.4,0.72,1.99,53.96,79,Satisfactory
34.94,0.88,4.84,3.09,0.84,1.17,50.38,82,Satisfactory
37.82,0.84,3.35,2.46,0.75,1.55,51.96,86,Satisfactory
39.22,0.9,4.18,2.96,0.82,1.44,47.12,79,Satisfactory
44.11,0.86,4.98,3.27,0.77,1.58,46.11,80,Satisfactory
40.78,0.88,4.95,3.31,0.74,2.69,49.93,83,Satisfactory
25.46,0.9,5.51,3.61,0.79,1.84,49.66,74,Satisfactory
19.34,1.02,6.03,3.64,0.74,5.9,42.11,65,Satisfactory
22.06,0.84,5.6,3.58,0.76,1.01,42.45,61,Satisfactory
29.36,0.83,3.86,2.69,0.63,1.28,51.91,66,Satisfactory
29.4,0.96,4.31,2.97,0.7,2.87,47.6,69,Satisfactory
29.84,0.87,4.12,2.82,0.84,1.95,49.38,70,Satisfactory
29.96,0.89,4.54,3.11,0.89,1.98,54.35,68,Satisfactory
27.02,0.78,3.83,2.65,0.85,1.15,58.07,83,Satisfactory
28.08,0.79,4.4,2.91,0.86,1.13,46.32,68,Satisfactory
29,2.7,5.62,3.22,0.86,1.02,49.61,72,Satisfactory
29.11,1.62,5.77,3.29,0.91,2.54,48.69,72,Satisfactory
27.8,1.62,5.62,3.22,0.88,2.66,45.55,64,Satisfactory
25.36,1.62,7.6,4.31,1.01,1.8,37.88,65,Satisfactory
27.7,1.56,6.93,3.7,0.94,1.79,39.21,61,Satisfactory
23.75,1.13,6.31,3.78,0.88,0.64,44.07,66,Satisfactory
19.82,1.48,5.74,3.32,0.96,0.63,44.89,63,Satisfactory
6.75,1.66,5.4,3.11,0.97,1.39,47.52,65,Satisfactory
20.85,2.03,5.2,3.03,0.95,1.41,52.09,73,Satisfactory
14.08,1.56,5.06,2.94,0.72,1.59,60.65,70,Satisfactory
20.29,1.62,6.53,3.86,0.93,2.48,55.08,79,Satisfactory
22.56,1.54,6.67,3.76,0.82,4.42,53.82,70,Satisfactory
23.4,1.09,5.21,3.25,0.89,2.4,55.52,69,Satisfactory
24.68,1.2,8.44,4.88,1.04,0.78,44.53,69,Satisfactory
24.35,1.5,4.8,2.83,0.98,3.05,39.2,64,Satisfactory
23.93,1.06,5.78,12.73,0.89,2.75,47.45,70,Satisfactory
21.05,1.53,6.15,3.47,1.03,2.96,55.71,70,Satisfactory
20.83,1.48,4.25,2.87,0.93,2.37,51.43,78,Satisfactory
31.21,1.01,4.94,12.15,1.09,3.95,38.65,76,Satisfactory
34.33,1.65,6.93,3.83,1.02,2.85,41.05,100,Satisfactory
33.84,1.84,5.31,3.06,0.88,3.69,46.24,102,Moderate
29.95,1.62,3.39,2.38,0.8,3.27,47.52,96,Satisfactory
35.81,2.05,5.26,2.91,1.04,3.35,42.12,105,Moderate
28.5,2.11,3.87,2.66,1.02,3.25,34.79,100,Satisfactory
24.2,1.2,4.36,6.91,0.98,2.34,33.48,76,Satisfactory
22.41,1.45,5.45,3.09,0.84,2.03,39.01,66,Satisfactory
21.15,2.38,5.88,3.3,0.87,2.32,48.23,64,Satisfactory
19.17,1.41,5.04,2.85,0.82,1.81,40.41,59,Satisfactory
17.72,1.38,4.43,2.55,0.78,2.31,45.35,69,Satisfactory
15.1,1.09,3.33,7.04,0.87,1.96,32.67,59,Satisfactory
15.51,1.44,4.64,2.68,0.95,1.44,33.63,59,Satisfactory
15.45,1.37,4.66,2.7,1.31,3.05,36.62,82,Satisfactory
20.14,1.52,3.65,6.45,2.44,4.11,40.85,112,Moderate
22.57,1.48,4.94,2.81,3.31,4.11,32.72,121,Moderate
22.07,0.99,3.56,7.8,2.02,3.04,47.85,111,Moderate
15.62,1.41,4.06,2.29,0.64,6.34,39.76,54,Satisfactory
27.99,1.99,6.66,3.96,0.81,3.95,29.81,54,Satisfactory
31.07,1.24,5.52,3.06,0.72,4.4,36.36,71,Satisfactory
26.95,1.66,6.85,3.94,0.68,3.89,38.44,67,Satisfactory
19.94,0.89,4.18,2.38,0.67,5.65,28.39,59,Satisfactory
15.06,0.62,5.71,2.83,0.38,5.51,31.63,54,Satisfactory
